id,name,player_score,comp_score,computerHasAce,decision
2127,dataset,13,17,0,1
2128,dataset,14,17,1,1
2129,dataset,6,13,0,1
2130,dataset,13,15,0,1
2131,dataset,12,10,0,1
2132,dataset,16,13,0,0
2133,dataset,16,15,0,0
2134,dataset,16,17,0,1
2135,dataset,9,12,0,1
2136,dataset,13,18,0,1
2137,dataset,20,12,1,0
2138,dataset,20,19,1,0
2139,dataset,7,20,0,1
2140,dataset,11,20,0,1
2141,dataset,12,20,1,1
2142,dataset,20,20,1,0
2143,dataset,19,18,0,0
2144,dataset,13,12,0,1
2145,dataset,17,14,0,0
2146,dataset,17,16,0,0
2147,dataset,17,17,0,0
2148,dataset,9,12,0,1
2149,dataset,15,14,0,1
2150,dataset,8,15,0,1
2151,dataset,11,16,0,1
2152,dataset,18,7,0,0
2153,dataset,18,15,0,0
2154,dataset,18,16,0,0
2155,dataset,10,14,0,1
2156,dataset,20,20,0,0
2157,dataset,12,16,0,1
2158,dataset,6,9,0,1
2159,dataset,9,19,0,1
2160,dataset,19,19,0,0
2161,dataset,12,13,0,1
2162,dataset,16,17,0,1
2163,dataset,11,14,0,1
2164,dataset,16,18,0,1
2165,dataset,13,20,0,1
2166,dataset,18,20,0,1
2167,dataset,20,20,0,0
2168,dataset,16,15,0,0
2169,dataset,16,20,0,1
2170,dataset,6,11,0,1
2171,dataset,16,17,0,1
2172,dataset,15,20,0,1
2173,dataset,16,20,1,1
2174,dataset,14,17,0,1
2175,dataset,16,17,0,1
2176,dataset,17,12,1,0
2177,dataset,20,9,0,0
2178,dataset,20,20,0,0
2179,dataset,14,18,0,1
2180,dataset,12,14,0,1
2181,dataset,19,16,0,0
2182,dataset,20,19,0,0
2183,dataset,17,15,0,0
2184,dataset,17,16,0,0
2185,dataset,17,19,0,1
2186,dataset,13,12,0,1
2187,dataset,14,14,1,1
2188,dataset,17,18,1,1
2189,dataset,20,7,0,0
2190,dataset,20,17,0,0
2191,dataset,15,17,0,1
2192,dataset,13,17,0,1
2193,dataset,14,17,1,1
2194,dataset,6,13,0,1
2195,dataset,13,15,0,1
2196,dataset,12,10,0,1
2197,dataset,16,13,0,0
2198,dataset,16,15,0,0
2199,dataset,16,17,0,1
2200,dataset,9,12,0,1
2201,dataset,13,18,0,1
2202,dataset,20,12,1,0
2203,dataset,20,19,1,0
2204,dataset,7,20,0,1
2205,dataset,11,20,0,1
2206,dataset,12,20,1,1
2207,dataset,20,20,1,0
2208,dataset,19,18,0,0
2209,dataset,13,12,0,1
2210,dataset,17,14,0,0
2211,dataset,17,16,0,0
2212,dataset,17,17,0,0
2213,dataset,9,12,0,1
2214,dataset,15,14,0,1
2215,dataset,8,15,0,1
2216,dataset,11,16,0,1
2217,dataset,18,7,0,0
2218,dataset,18,15,0,0
2219,dataset,18,16,0,0
2220,dataset,10,14,0,1
2221,dataset,20,20,0,0
2222,dataset,12,16,0,1
2223,dataset,6,9,0,1
2224,dataset,9,19,0,1
2225,dataset,19,19,0,0
2226,dataset,12,13,0,1
2227,dataset,16,17,0,1
2228,dataset,11,14,0,1
2229,dataset,16,18,0,1
2230,dataset,13,20,0,1
2231,dataset,18,20,0,1
2232,dataset,20,20,0,0
2233,dataset,16,15,0,0
2234,dataset,16,20,0,1
2235,dataset,6,11,0,1
2236,dataset,16,17,0,1
2237,dataset,15,20,0,1
2238,dataset,16,20,1,1
2239,dataset,14,17,0,1
2240,dataset,16,17,0,1
2241,dataset,17,12,1,0
2242,dataset,19,18,1,0
2243,dataset,20,9,0,0
2244,dataset,20,20,0,0
2245,dataset,14,18,0,1
2246,dataset,12,14,0,1
2247,dataset,19,16,0,0
2248,dataset,20,19,0,0
2249,dataset,17,15,0,0
2250,dataset,17,16,0,0
2251,dataset,17,19,0,1
2252,dataset,13,12,0,1
2253,dataset,14,14,1,1
2254,dataset,17,18,1,1
2255,dataset,20,7,0,0
2256,dataset,20,17,0,0
2257,dataset,15,17,0,1
2258,dataset,13,17,0,1
2259,dataset,14,17,1,1
2260,dataset,6,13,0,1
2261,dataset,13,15,0,1
2262,dataset,12,10,0,1
2263,dataset,16,13,0,0
2264,dataset,16,15,0,0
2265,dataset,16,17,0,1
2266,dataset,9,12,0,1
2267,dataset,13,18,0,1
2268,dataset,20,12,1,0
2269,dataset,20,19,1,0
2270,dataset,7,20,0,1
2271,dataset,11,20,0,1
2272,dataset,12,20,1,1
2273,dataset,20,20,1,0
2274,dataset,19,18,0,0
2275,dataset,13,12,0,1
2276,dataset,17,14,0,0
2277,dataset,17,16,0,0
2278,dataset,17,17,0,0
2279,dataset,9,12,0,1
2280,dataset,15,14,0,1
2281,dataset,8,15,0,1
2282,dataset,11,16,0,1
2283,dataset,18,7,0,0
2284,dataset,18,15,0,0
2285,dataset,18,16,0,0
2286,dataset,10,14,0,1
2287,dataset,20,20,0,0
2288,dataset,12,16,0,1
2289,dataset,6,9,0,1
2290,dataset,9,19,0,1
2291,dataset,19,19,0,0
2292,dataset,12,13,0,1
2293,dataset,16,17,0,1
2294,dataset,11,14,0,1
2295,dataset,16,18,0,1
2296,dataset,13,20,0,1
2297,dataset,18,20,0,1
2298,dataset,20,20,0,0
2299,dataset,16,15,0,0
2300,dataset,16,20,0,1
2301,dataset,6,11,0,1
2302,dataset,16,17,0,1
2303,dataset,15,20,0,1
2304,dataset,16,20,1,1
2305,dataset,14,17,0,1
2306,dataset,16,17,0,1
2307,dataset,17,12,1,0
2308,dataset,19,18,1,0
2309,dataset,20,9,0,1
2310,dataset,20,20,1,0
2311,dataset,19,14,0,1
2312,dataset,19,16,0,1
2313,dataset,20,19,0,1
2314,dataset,17,15,1,1
2315,dataset,17,16,1,1
2316,dataset,14,12,0,1
2317,dataset,17,14,0,1
2318,dataset,20,7,0,1
2319,dataset,20,17,0,1
2320,dataset,14,17,0,0
2321,dataset,12,13,0,1
2322,dataset,16,13,0,1
2323,dataset,16,15,0,1
2324,dataset,13,12,0,1
2325,dataset,21,18,0,1
2326,dataset,20,12,0,1
2327,dataset,20,19,0,1
2328,dataset,11,20,0,0
2329,dataset,12,20,0,0
2330,dataset,20,20,0,0
2331,dataset,20,20,0,0
2332,dataset,19,18,0,1
2333,dataset,17,14,0,1
2334,dataset,17,16,0,1
2335,dataset,17,17,1,0
2336,dataset,15,12,0,1
2337,dataset,11,15,0,1
2338,dataset,20,16,1,1
2339,dataset,18,7,0,1
2340,dataset,18,15,0,1
2341,dataset,18,16,1,1
2342,dataset,20,14,1,1
2343,dataset,20,20,1,0
2344,dataset,9,9,0,1
2345,dataset,19,19,0,0
2346,dataset,19,19,0,0
2347,dataset,16,13,0,1
2348,dataset,21,14,0,1
2349,dataset,18,20,0,0
2350,dataset,20,20,0,0
2351,dataset,20,20,0,0
2352,dataset,16,15,0,1
2353,dataset,21,20,0,1
2354,dataset,16,11,0,1
2355,dataset,16,20,0,0
2356,dataset,21,20,0,1
2357,dataset,16,17,0,0
2358,dataset,17,12,0,1
2359,dataset,19,18,0,1
2360,dataset,20,19,0,1
2361,dataset,20,9,0,0
2362,dataset,20,20,0,0
2363,dataset,14,18,0,1
2364,dataset,12,14,0,1
2365,dataset,19,16,0,0
2366,dataset,20,19,0,0
2367,dataset,17,15,0,0
2368,dataset,17,16,0,0
2369,dataset,17,19,0,1
2370,dataset,13,12,0,1
2371,dataset,14,14,1,1
2372,dataset,17,18,1,1
2373,dataset,20,7,0,0
2374,dataset,20,17,0,0
2375,dataset,15,17,0,1
2376,dataset,13,17,0,1
2377,dataset,14,17,1,1
2378,dataset,6,13,0,1
2379,dataset,13,15,0,1
2380,dataset,12,10,0,1
2381,dataset,16,13,0,0
2382,dataset,16,15,0,0
2383,dataset,16,17,0,1
2384,dataset,9,12,0,1
2385,dataset,13,18,0,1
2386,dataset,20,12,1,0
2387,dataset,20,19,1,0
2388,dataset,7,20,0,1
2389,dataset,11,20,0,1
2390,dataset,12,20,1,1
2391,dataset,20,20,1,0
2392,dataset,19,18,0,0
2393,dataset,13,12,0,1
2394,dataset,17,14,0,0
2395,dataset,17,16,0,0
2396,dataset,17,17,0,0
2397,dataset,9,12,0,1
2398,dataset,15,14,0,1
2399,dataset,8,15,0,1
2400,dataset,11,16,0,1
2401,dataset,18,7,0,0
2402,dataset,18,15,0,0
2403,dataset,18,16,0,0
2404,dataset,10,14,0,1
2405,dataset,20,20,0,0
2406,dataset,12,16,0,1
2407,dataset,6,9,0,1
2408,dataset,9,19,0,1
2409,dataset,19,19,0,0
2410,dataset,12,13,0,1
2411,dataset,16,17,0,1
2412,dataset,11,14,0,1
2413,dataset,16,18,0,1
2414,dataset,13,20,0,1
2415,dataset,18,20,0,1
2416,dataset,20,20,0,0
2417,dataset,16,15,0,0
2418,dataset,16,20,0,1
2419,dataset,6,11,0,1
2420,dataset,16,17,0,1
2421,dataset,15,20,0,1
2422,dataset,16,20,1,1
2423,dataset,14,17,0,1
2424,dataset,16,17,0,1
2425,dataset,17,12,1,0
2426,dataset,19,18,1,0
2427,dataset,20,19,0,0
2428,dataset,20,9,0,0
2429,dataset,20,20,0,0
2430,dataset,14,18,0,1
2431,dataset,12,14,0,1
2432,dataset,19,16,0,0
2433,dataset,20,19,0,0
2434,dataset,17,15,0,0
2435,dataset,17,16,0,0
2436,dataset,17,19,0,1
2437,dataset,13,12,0,1
2438,dataset,14,14,1,1
2439,dataset,17,18,1,1
2440,dataset,20,7,0,0
2441,dataset,20,17,0,0
2442,dataset,15,17,0,1
2443,dataset,13,17,0,1
2444,dataset,14,17,1,1
2445,dataset,6,13,0,1
2446,dataset,13,15,0,1
2447,dataset,12,10,0,1
2448,dataset,16,13,0,0
2449,dataset,16,15,0,0
2450,dataset,16,17,0,1
2451,dataset,9,12,0,1
2452,dataset,13,18,0,1
2453,dataset,20,12,1,0
2454,dataset,20,19,1,0
2455,dataset,7,20,0,1
2456,dataset,11,20,0,1
2457,dataset,12,20,1,1
2458,dataset,20,20,1,0
2459,dataset,19,18,0,0
2460,dataset,13,12,0,1
2461,dataset,17,14,0,0
2462,dataset,17,16,0,0
2463,dataset,17,17,0,0
2464,dataset,9,12,0,1
2465,dataset,15,14,0,1
2466,dataset,8,15,0,1
2467,dataset,11,16,0,1
2468,dataset,18,7,0,0
2469,dataset,18,15,0,0
2470,dataset,18,16,0,0
2471,dataset,10,14,0,1
2472,dataset,20,20,0,0
2473,dataset,12,16,0,1
2474,dataset,6,9,0,1
2475,dataset,9,19,0,1
2476,dataset,19,19,0,0
2477,dataset,12,13,0,1
2478,dataset,16,17,0,1
2479,dataset,11,14,0,1
2480,dataset,16,18,0,1
2481,dataset,13,20,0,1
2482,dataset,18,20,0,1
2483,dataset,20,20,0,0
2484,dataset,16,15,0,0
2485,dataset,16,20,0,1
2486,dataset,6,11,0,1
2487,dataset,16,17,0,1
2488,dataset,15,20,0,1
2489,dataset,16,20,1,1
2490,dataset,14,17,0,1
2491,dataset,16,17,0,1
2492,dataset,17,12,1,0
2493,dataset,19,18,1,0
2494,dataset,20,19,0,0
2495,dataset,10,13,0,1
2496,dataset,20,9,0,0
2497,dataset,20,20,0,0
2498,dataset,14,18,0,1
2499,dataset,12,14,0,1
2500,dataset,19,16,0,0
2501,dataset,20,19,0,0
2502,dataset,17,15,0,0
2503,dataset,17,16,0,0
2504,dataset,17,19,0,1
2505,dataset,13,12,0,1
2506,dataset,14,14,1,1
2507,dataset,17,18,1,1
2508,dataset,20,7,0,0
2509,dataset,20,17,0,0
2510,dataset,15,17,0,1
2511,dataset,13,17,0,1
2512,dataset,14,17,1,1
2513,dataset,6,13,0,1
2514,dataset,13,15,0,1
2515,dataset,12,10,0,1
2516,dataset,16,13,0,0
2517,dataset,16,15,0,0
2518,dataset,16,17,0,1
2519,dataset,9,12,0,1
2520,dataset,13,18,0,1
2521,dataset,20,12,1,0
2522,dataset,20,19,1,0
2523,dataset,7,20,0,1
2524,dataset,11,20,0,1
2525,dataset,12,20,1,1
2526,dataset,20,20,1,0
2527,dataset,19,18,0,0
2528,dataset,13,12,0,1
2529,dataset,17,14,0,0
2530,dataset,17,16,0,0
2531,dataset,17,17,0,0
2532,dataset,9,12,0,1
2533,dataset,15,14,0,1
2534,dataset,8,15,0,1
2535,dataset,11,16,0,1
2536,dataset,18,7,0,0
2537,dataset,18,15,0,0
2538,dataset,18,16,0,0
2539,dataset,10,14,0,1
2540,dataset,20,20,0,0
2541,dataset,12,16,0,1
2542,dataset,6,9,0,1
2543,dataset,9,19,0,1
2544,dataset,19,19,0,0
2545,dataset,12,13,0,1
2546,dataset,16,17,0,1
2547,dataset,11,14,0,1
2548,dataset,16,18,0,1
2549,dataset,13,20,0,1
2550,dataset,18,20,0,1
2551,dataset,20,20,0,0
2552,dataset,16,15,0,0
2553,dataset,16,20,0,1
2554,dataset,6,11,0,1
2555,dataset,16,17,0,1
2556,dataset,15,20,0,1
2557,dataset,16,20,1,1
2558,dataset,14,17,0,1
2559,dataset,16,17,0,1
2560,dataset,17,12,1,0
2561,dataset,19,18,1,0
2562,dataset,20,19,0,0
2563,dataset,10,13,0,1
2564,dataset,9,9,0,1
2565,dataset,20,17,1,0
2566,dataset,20,9,0,1
2567,dataset,20,20,1,0
2568,dataset,19,14,0,1
2569,dataset,19,16,0,1
2570,dataset,20,19,0,1
2571,dataset,17,15,1,1
2572,dataset,17,16,1,1
2573,dataset,14,12,0,1
2574,dataset,17,14,0,1
2575,dataset,20,7,0,1
2576,dataset,20,17,0,1
2577,dataset,14,17,0,0
2578,dataset,12,13,0,1
2579,dataset,16,13,0,1
2580,dataset,16,15,0,1
2581,dataset,13,12,0,1
2582,dataset,21,18,0,1
2583,dataset,20,12,0,1
2584,dataset,20,19,0,1
2585,dataset,11,20,0,0
2586,dataset,12,20,0,0
2587,dataset,20,20,0,0
2588,dataset,20,20,0,0
2589,dataset,19,18,0,1
2590,dataset,17,14,0,1
2591,dataset,17,16,0,1
2592,dataset,17,17,1,0
2593,dataset,15,12,0,1
2594,dataset,11,15,0,1
2595,dataset,20,16,1,1
2596,dataset,18,7,0,1
2597,dataset,18,15,0,1
2598,dataset,18,16,1,1
2599,dataset,20,14,1,1
2600,dataset,20,20,1,0
2601,dataset,9,9,0,1
2602,dataset,19,19,0,0
2603,dataset,19,19,0,0
2604,dataset,16,13,0,1
2605,dataset,21,14,0,1
2606,dataset,18,20,0,0
2607,dataset,20,20,0,0
2608,dataset,20,20,0,0
2609,dataset,16,15,0,1
2610,dataset,21,20,0,1
2611,dataset,16,11,0,1
2612,dataset,16,20,0,0
2613,dataset,21,20,0,1
2614,dataset,16,17,0,0
2615,dataset,17,12,0,1
2616,dataset,19,18,0,1
2617,dataset,20,19,0,1
2618,dataset,20,13,0,1
2619,dataset,20,9,0,1
2620,dataset,20,17,0,1
2621,dataset,12,14,0,1
2622,dataset,13,16,0,0
2623,dataset,20,9,0,0
2624,dataset,20,20,0,0
2625,dataset,14,18,0,1
2626,dataset,12,14,0,1
2627,dataset,19,16,0,0
2628,dataset,20,19,0,0
2629,dataset,17,15,0,0
2630,dataset,17,16,0,0
2631,dataset,17,19,0,1
2632,dataset,13,12,0,1
2633,dataset,14,14,1,1
2634,dataset,17,18,1,1
2635,dataset,20,7,0,0
2636,dataset,20,17,0,0
2637,dataset,15,17,0,1
2638,dataset,13,17,0,1
2639,dataset,14,17,1,1
2640,dataset,6,13,0,1
2641,dataset,13,15,0,1
2642,dataset,12,10,0,1
2643,dataset,16,13,0,0
2644,dataset,16,15,0,0
2645,dataset,16,17,0,1
2646,dataset,9,12,0,1
2647,dataset,13,18,0,1
2648,dataset,20,12,1,0
2649,dataset,20,19,1,0
2650,dataset,7,20,0,1
2651,dataset,11,20,0,1
2652,dataset,12,20,1,1
2653,dataset,20,20,1,0
2654,dataset,19,18,0,0
2655,dataset,13,12,0,1
2656,dataset,17,14,0,0
2657,dataset,17,16,0,0
2658,dataset,17,17,0,0
2659,dataset,9,12,0,1
2660,dataset,15,14,0,1
2661,dataset,8,15,0,1
2662,dataset,11,16,0,1
2663,dataset,18,7,0,0
2664,dataset,18,15,0,0
2665,dataset,18,16,0,0
2666,dataset,10,14,0,1
2667,dataset,20,20,0,0
2668,dataset,12,16,0,1
2669,dataset,6,9,0,1
2670,dataset,9,19,0,1
2671,dataset,19,19,0,0
2672,dataset,12,13,0,1
2673,dataset,16,17,0,1
2674,dataset,11,14,0,1
2675,dataset,16,18,0,1
2676,dataset,13,20,0,1
2677,dataset,18,20,0,1
2678,dataset,20,20,0,0
2679,dataset,16,15,0,0
2680,dataset,16,20,0,1
2681,dataset,6,11,0,1
2682,dataset,16,17,0,1
2683,dataset,15,20,0,1
2684,dataset,16,20,1,1
2685,dataset,14,17,0,1
2686,dataset,16,17,0,1
2687,dataset,17,12,1,0
2688,dataset,19,18,1,0
2689,dataset,20,19,0,0
2690,dataset,10,13,0,1
2691,dataset,9,9,0,1
2692,dataset,20,17,1,0
2693,dataset,6,14,0,1
2694,dataset,12,16,0,1
2695,dataset,13,16,1,1
2696,dataset,17,16,1,0
2697,dataset,17,18,1,1
2698,dataset,20,9,0,0
2699,dataset,20,20,0,0
2700,dataset,14,18,0,1
2701,dataset,12,14,0,1
2702,dataset,19,16,0,0
2703,dataset,20,19,0,0
2704,dataset,17,15,0,0
2705,dataset,17,16,0,0
2706,dataset,17,19,0,1
2707,dataset,13,12,0,1
2708,dataset,14,14,1,1
2709,dataset,17,18,1,1
2710,dataset,20,7,0,0
2711,dataset,20,17,0,0
2712,dataset,15,17,0,1
2713,dataset,13,17,0,1
2714,dataset,14,17,1,1
2715,dataset,6,13,0,1
2716,dataset,13,15,0,1
2717,dataset,12,10,0,1
2718,dataset,16,13,0,0
2719,dataset,16,15,0,0
2720,dataset,16,17,0,1
2721,dataset,9,12,0,1
2722,dataset,13,18,0,1
2723,dataset,20,12,1,0
2724,dataset,20,19,1,0
2725,dataset,7,20,0,1
2726,dataset,11,20,0,1
2727,dataset,12,20,1,1
2728,dataset,20,20,1,0
2729,dataset,19,18,0,0
2730,dataset,13,12,0,1
2731,dataset,17,14,0,0
2732,dataset,17,16,0,0
2733,dataset,17,17,0,0
2734,dataset,9,12,0,1
2735,dataset,15,14,0,1
2736,dataset,8,15,0,1
2737,dataset,11,16,0,1
2738,dataset,18,7,0,0
2739,dataset,18,15,0,0
2740,dataset,18,16,0,0
2741,dataset,10,14,0,1
2742,dataset,20,20,0,0
2743,dataset,12,16,0,1
2744,dataset,6,9,0,1
2745,dataset,9,19,0,1
2746,dataset,19,19,0,0
2747,dataset,12,13,0,1
2748,dataset,16,17,0,1
2749,dataset,11,14,0,1
2750,dataset,16,18,0,1
2751,dataset,13,20,0,1
2752,dataset,18,20,0,1
2753,dataset,20,20,0,0
2754,dataset,16,15,0,0
2755,dataset,16,20,0,1
2756,dataset,6,11,0,1
2757,dataset,16,17,0,1
2758,dataset,15,20,0,1
2759,dataset,16,20,1,1
2760,dataset,14,17,0,1
2761,dataset,16,17,0,1
2762,dataset,17,12,1,0
2763,dataset,19,18,1,0
2764,dataset,20,19,0,0
2765,dataset,10,13,0,1
2766,dataset,9,9,0,1
2767,dataset,20,17,1,0
2768,dataset,6,14,0,1
2769,dataset,12,16,0,1
2770,dataset,13,16,1,1
2771,dataset,17,16,1,0
2772,dataset,17,18,1,1
2773,dataset,19,16,0,0
2774,dataset,20,9,0,0
2775,dataset,20,20,0,0
2776,dataset,14,18,0,1
2777,dataset,12,14,0,1
2778,dataset,19,16,0,0
2779,dataset,20,19,0,0
2780,dataset,17,15,0,0
2781,dataset,17,16,0,0
2782,dataset,17,19,0,1
2783,dataset,13,12,0,1
2784,dataset,14,14,1,1
2785,dataset,17,18,1,1
2786,dataset,20,7,0,0
2787,dataset,20,17,0,0
2788,dataset,15,17,0,1
2789,dataset,13,17,0,1
2790,dataset,14,17,1,1
2791,dataset,6,13,0,1
2792,dataset,13,15,0,1
2793,dataset,12,10,0,1
2794,dataset,16,13,0,0
2795,dataset,16,15,0,0
2796,dataset,16,17,0,1
2797,dataset,9,12,0,1
2798,dataset,13,18,0,1
2799,dataset,20,12,1,0
2800,dataset,20,19,1,0
2801,dataset,7,20,0,1
2802,dataset,11,20,0,1
2803,dataset,12,20,1,1
2804,dataset,20,20,1,0
2805,dataset,19,18,0,0
2806,dataset,13,12,0,1
2807,dataset,17,14,0,0
2808,dataset,17,16,0,0
2809,dataset,17,17,0,0
2810,dataset,9,12,0,1
2811,dataset,15,14,0,1
2812,dataset,8,15,0,1
2813,dataset,11,16,0,1
2814,dataset,18,7,0,0
2815,dataset,18,15,0,0
2816,dataset,18,16,0,0
2817,dataset,10,14,0,1
2818,dataset,20,20,0,0
2819,dataset,12,16,0,1
2820,dataset,6,9,0,1
2821,dataset,9,19,0,1
2822,dataset,19,19,0,0
2823,dataset,12,13,0,1
2824,dataset,16,17,0,1
2825,dataset,11,14,0,1
2826,dataset,16,18,0,1
2827,dataset,13,20,0,1
2828,dataset,18,20,0,1
2829,dataset,20,20,0,0
2830,dataset,16,15,0,0
2831,dataset,16,20,0,1
2832,dataset,6,11,0,1
2833,dataset,16,17,0,1
2834,dataset,15,20,0,1
2835,dataset,16,20,1,1
2836,dataset,14,17,0,1
2837,dataset,16,17,0,1
2838,dataset,17,12,1,0
2839,dataset,19,18,1,0
2840,dataset,20,19,0,0
2841,dataset,10,13,0,1
2842,dataset,9,9,0,1
2843,dataset,20,17,1,0
2844,dataset,6,14,0,1
2845,dataset,12,16,0,1
2846,dataset,13,16,1,1
2847,dataset,17,16,1,0
2848,dataset,17,18,1,1
2849,dataset,19,16,0,0
2850,dataset,19,16,0,0
2851,dataset,20,9,0,0
2852,dataset,20,20,0,0
2853,dataset,14,18,0,1
2854,dataset,12,14,0,1
2855,dataset,19,16,0,0
2856,dataset,20,19,0,0
2857,dataset,17,15,0,0
2858,dataset,17,16,0,0
2859,dataset,17,19,0,1
2860,dataset,13,12,0,1
2861,dataset,14,14,1,1
2862,dataset,17,18,1,1
2863,dataset,20,7,0,0
2864,dataset,20,17,0,0
2865,dataset,15,17,0,1
2866,dataset,13,17,0,1
2867,dataset,14,17,1,1
2868,dataset,6,13,0,1
2869,dataset,13,15,0,1
2870,dataset,12,10,0,1
2871,dataset,16,13,0,0
2872,dataset,16,15,0,0
2873,dataset,16,17,0,1
2874,dataset,9,12,0,1
2875,dataset,13,18,0,1
2876,dataset,20,12,1,0
2877,dataset,20,19,1,0
2878,dataset,7,20,0,1
2879,dataset,11,20,0,1
2880,dataset,12,20,1,1
2881,dataset,20,20,1,0
2882,dataset,19,18,0,0
2883,dataset,13,12,0,1
2884,dataset,17,14,0,0
2885,dataset,17,16,0,0
2886,dataset,17,17,0,0
2887,dataset,9,12,0,1
2888,dataset,15,14,0,1
2889,dataset,8,15,0,1
2890,dataset,11,16,0,1
2891,dataset,18,7,0,0
2892,dataset,18,15,0,0
2893,dataset,18,16,0,0
2894,dataset,10,14,0,1
2895,dataset,20,20,0,0
2896,dataset,12,16,0,1
2897,dataset,6,9,0,1
2898,dataset,9,19,0,1
2899,dataset,19,19,0,0
2900,dataset,12,13,0,1
2901,dataset,16,17,0,1
2902,dataset,11,14,0,1
2903,dataset,16,18,0,1
2904,dataset,13,20,0,1
2905,dataset,18,20,0,1
2906,dataset,20,20,0,0
2907,dataset,16,15,0,0
2908,dataset,16,20,0,1
2909,dataset,6,11,0,1
2910,dataset,16,17,0,1
2911,dataset,15,20,0,1
2912,dataset,16,20,1,1
2913,dataset,14,17,0,1
2914,dataset,16,17,0,1
2915,dataset,17,12,1,0
2916,dataset,19,18,1,0
2917,dataset,20,19,0,0
2918,dataset,10,13,0,1
2919,dataset,9,9,0,1
2920,dataset,20,17,1,0
2921,dataset,6,14,0,1
2922,dataset,12,16,0,1
2923,dataset,13,16,1,1
2924,dataset,17,16,1,0
2925,dataset,17,18,1,1
2926,dataset,19,16,0,0
2927,dataset,19,16,0,0
2928,dataset,15,10,1,1
2929,dataset,20,18,1,0
2930,dataset,20,9,0,1
2931,dataset,20,20,1,0
2932,dataset,19,14,0,1
2933,dataset,19,16,0,1
2934,dataset,20,19,0,1
2935,dataset,17,15,1,1
2936,dataset,17,16,1,1
2937,dataset,14,12,0,1
2938,dataset,17,14,0,1
2939,dataset,20,7,0,1
2940,dataset,20,17,0,1
2941,dataset,14,17,0,0
2942,dataset,12,13,0,1
2943,dataset,16,13,0,1
2944,dataset,16,15,0,1
2945,dataset,13,12,0,1
2946,dataset,21,18,0,1
2947,dataset,20,12,0,1
2948,dataset,20,19,0,1
2949,dataset,11,20,0,0
2950,dataset,12,20,0,0
2951,dataset,20,20,0,0
2952,dataset,20,20,0,0
2953,dataset,19,18,0,1
2954,dataset,17,14,0,1
2955,dataset,17,16,0,1
2956,dataset,17,17,1,0
2957,dataset,15,12,0,1
2958,dataset,11,15,0,1
2959,dataset,20,16,1,1
2960,dataset,18,7,0,1
2961,dataset,18,15,0,1
2962,dataset,18,16,1,1
2963,dataset,20,14,1,1
2964,dataset,20,20,1,0
2965,dataset,9,9,0,1
2966,dataset,19,19,0,0
2967,dataset,19,19,0,0
2968,dataset,16,13,0,1
2969,dataset,21,14,0,1
2970,dataset,18,20,0,0
2971,dataset,20,20,0,0
2972,dataset,20,20,0,0
2973,dataset,16,15,0,1
2974,dataset,21,20,0,1
2975,dataset,16,11,0,1
2976,dataset,16,20,0,0
2977,dataset,21,20,0,1
2978,dataset,16,17,0,0
2979,dataset,17,12,0,1
2980,dataset,19,18,0,1
2981,dataset,20,19,0,1
2982,dataset,20,13,0,1
2983,dataset,20,9,0,1
2984,dataset,20,17,0,1
2985,dataset,12,14,0,1
2986,dataset,13,16,0,0
2987,dataset,17,16,1,1
2988,dataset,20,18,1,1
2989,dataset,19,16,1,1
2990,dataset,19,16,0,1
2991,dataset,20,10,0,1
2992,dataset,20,18,0,1
2993,dataset,15,10,0,1
2994,dataset,20,9,0,0
2995,dataset,20,20,0,0
2996,dataset,14,18,0,1
2997,dataset,12,14,0,1
2998,dataset,19,16,0,0
2999,dataset,20,19,0,0
3000,dataset,17,15,0,0
3001,dataset,17,16,0,0
3002,dataset,17,19,0,1
3003,dataset,13,12,0,1
3004,dataset,14,14,1,1
3005,dataset,17,18,1,1
3006,dataset,20,7,0,0
3007,dataset,20,17,0,0
3008,dataset,15,17,0,1
3009,dataset,13,17,0,1
3010,dataset,14,17,1,1
3011,dataset,6,13,0,1
3012,dataset,13,15,0,1
3013,dataset,12,10,0,1
3014,dataset,16,13,0,0
3015,dataset,16,15,0,0
3016,dataset,16,17,0,1
3017,dataset,9,12,0,1
3018,dataset,13,18,0,1
3019,dataset,20,12,1,0
3020,dataset,20,19,1,0
3021,dataset,7,20,0,1
3022,dataset,11,20,0,1
3023,dataset,12,20,1,1
3024,dataset,20,20,1,0
3025,dataset,19,18,0,0
3026,dataset,13,12,0,1
3027,dataset,17,14,0,0
3028,dataset,17,16,0,0
3029,dataset,17,17,0,0
3030,dataset,9,12,0,1
3031,dataset,15,14,0,1
3032,dataset,8,15,0,1
3033,dataset,11,16,0,1
3034,dataset,18,7,0,0
3035,dataset,18,15,0,0
3036,dataset,18,16,0,0
3037,dataset,10,14,0,1
3038,dataset,20,20,0,0
3039,dataset,12,16,0,1
3040,dataset,6,9,0,1
3041,dataset,9,19,0,1
3042,dataset,19,19,0,0
3043,dataset,12,13,0,1
3044,dataset,16,17,0,1
3045,dataset,11,14,0,1
3046,dataset,16,18,0,1
3047,dataset,13,20,0,1
3048,dataset,18,20,0,1
3049,dataset,20,20,0,0
3050,dataset,16,15,0,0
3051,dataset,16,20,0,1
3052,dataset,6,11,0,1
3053,dataset,16,17,0,1
3054,dataset,15,20,0,1
3055,dataset,16,20,1,1
3056,dataset,14,17,0,1
3057,dataset,16,17,0,1
